fecha;apertura;promedio;cierre
1/04/2019;10.85;10.85;10.85
29/03/2019;10.85;10.85;10.85
28/03/2019;10.9;10.85189597;10.9
27/03/2019;10.95;10.90849076;11
26/03/2019;11.05;11.01539212;11.05
25/03/2019;11.15;11.08115299;11.15
22/03/2019;11.15;11.15;11.18
21/03/2019;11.18;11.18;11.2
20/03/2019;11.24;11.23781905;11.24
19/03/2019;11.24;11.24;11.25
18/03/2019;11.24;11.24993753;11.19
15/03/2019;11.19;11.20149085;11.14
14/03/2019;11.14;11.14;11.19
13/03/2019;11.2;11.19965434;11.2
12/03/2019;11.21;11.27492791;11.2
11/03/2019;11.15;11.18783108;11.2
8/03/2019;11.15;11.19747342;11.15
7/03/2019;11.05;11.06614415;11.05
6/03/2019;10.99;11.00556576;10.99
5/03/2019;11.2;11.00118869;11.25
4/03/2019;11.25;11.25;11.3
1/03/2019;11.25;11.27641509;11.25
28/02/2019;11.21;11.24954095;11.25
27/02/2019;11.3;11.2875;11.29
26/02/2019;11.3;11.29949668;11.3
25/02/2019;11.31;11.30019557;11.26
22/02/2019;11.2;11.21335227;11.2
21/02/2019;11.2;11.19963481;11.2
20/02/2019;11.26;11.24719612;11.26
19/02/2019;11.2;11.30115066;11.2
18/02/2019;11.3;11.25025361;11.35
15/02/2019;11.39;11.38833333;11.4
14/02/2019;11.36;11.39874418;11.36
13/02/2019;11.31;11.34234837;11.31
12/02/2019;11.3;11.30893087;11.4
11/02/2019;11.4;11.4;11.46
8/02/2019;11.46;11.46;11.46
7/02/2019;11.35;11.43599191;11.3
6/02/2019;11.3;11.30402269;11.35
5/02/2019;11.55;11.47300751;11.55
4/02/2019;11.33;11.47305322;11.3
